Participant,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4
10,12,107,fill,357.4,332.6,302,333.9,I enjoyed,the cheapest,vegan food,in India.
10,13,52,exp,443.6,287.6,298,485.9,Every,lodge,seemed inexpensive,on the website.
10,14,66,fill,356.8,533.8000000000001,449,719.5,I got to see,the greenest,park,in Brussels.
10,15,101,fill,724.9,422.4,547.4,508.2,I took a boat trip on,the deepest,lake,in China.
10,16,74,fill,447.29999999999995,267.29999999999995,218.5,391.40000000000003,I tasted,the most unique,beer,in Melbourne.
10,17,25,exp,407,291.4,375.8,372.3,Every,river,looked soothing,in Norway.
10,18,77,fill,500.29999999999995,248,1024.2,779.5999999999999,I sunbathed,the longest,beach,in Mumbai.
10,19,87,fill,280.2,475.1,441.2,298.9,I sailed down,the widest,river,in Dublin.
10,20,7,exp,415.4,341.1,304.59999999999997,444.6,Every,museum,in Portugal,looked cool.
10,21,82,fill,353.6,272.3,293.2,308.7,I swam in,the largest,swimming pool,in Tokyo.
10,22,6,exp,429.09999999999997,246,299.70000000000005,280.8,Every,monument,in the brochure,seemed interesting.
10,23,64,fill,311.90000000000003,263.40000000000003,242.29999999999998,278.3,I stayed at,the most luxurious,hotel,in Berlin.
10,24,10,exp,344.4,325.40000000000003,320.7,465.6,Every,canal,in the blog,seemed lovely.
10,25,21,exp,367.4,247.70000000000002,253.8,341.4,Every,building,looked unique,in Switzerland.
10,26,34,exp,590,274.1,273.1,310.90000000000003,Every,excursion,on the app,seemed unique.
10,27,9,exp,402.2,298.20000000000005,221.4,529.1,Every,view,looked breathtaking,in Japan.
10,28,19,exp,359.5,218.1,273,219.5,Every,hike,in China,looked scenic.
10,29,71,fill,319.2,231.5,233.2,331.1,I was staying in,the most modern,appartment block,in Shanghai.
10,30,46,exp,244.29999999999998,198.7,200.2,227.8,Every,theatre,in the brochure,seemed historic.
10,31,16,exp,267.7,230.9,201.3,231.5,Every,gallery,seemed high-end,in the brochure.
10,32,63,fill,366.8,224.5,250.5,242.9,I ate,the most expensive,pizza,in Rome.
10,33,48,exp,298.5,222.70000000000002,231.8,478.4,Every,castle,seemed well-maintained,in the vlog.
10,34,89,fill,320.5,239.9,343,279.5,I had,the finest,seafood,in Budapest.
10,35,72,fill,202.9,233.5,278.2,436.40000000000003,I tried,the spiciest,noodles you can find,in Vancouver.
10,36,14,exp,266,217.6,239.6,213.5,Every,tour,on the app,seemed relaxing.
10,37,20,exp,325.2,217.9,208.3,215.2,Every,church,seemed ornate,in the blog.
10,38,35,exp,272.3,328,228.9,223.8,Every,palace,in Sweden,looked opulent.
10,39,96,fill,299.09999999999997,215.9,282.8,274.4,I drank at,the trendiest,bar,in Belgium.
10,40,55,exp,293.1,283.8,271.7,228.9,Every,forest,in Austria,looked sprawling.
10,41,98,fill,298.20000000000005,293.3,297.4,528.9000000000001,I was staying near,the oldest,university,in The Netherlands.
10,42,92,fill,365.09999999999997,234.1,323.7,300.3,I bathed in,the cleanest,sea,in France.
10,43,49,exp,319.29999999999995,305.70000000000005,236.2,345.1,Every,fountain,looked impressive,in Turkey.
10,44,91,fill,252.6,247,199.3,347,I got to try,the most delicious,spaghetti,in the US.
10,45,115,fill,316.90000000000003,230.2,191.89999999999998,397.4,I got to see,the biggest,Mosque minaret,in Turkey.
10,46,93,fill,263.6,250.3,225.6,403.7,I took,the highest,helicopter ride,in Italy.
10,47,51,exp,286.3,256.6,232.8,403.4,Every,brewery,in Canada,looked exclusive.
10,48,59,exp,319.29999999999995,254.4,221.20000000000002,229.7,Every,trek,in Thailand,looked challenging.
10,49,88,fill,299.8,322.6,209.3,472.5,I got to stay in,the least well-known,area,in Swansea.
10,50,1,exp,376,254.6,240.7,220.9,Every,beach,looked beautiful,in Spain.
10,51,95,fill,571.3000000000001,363.8,296.9,396.5,I went to,the very first,pub,in England.
10,52,86,fill,322,385.5,278.7,271.5,I walked across,the most famous,bridge,in Lisbon.
10,53,103,fill,371.09999999999997,158.79999999999998,263.1,370.09999999999997,I bought,the most fashionable,jacket,in Russia.
10,54,3,exp,346,242.9,201.6,196.1,Every,restaurant,in Italy,looked fancy.
10,55,84,fill,234.4,194,221.4,334.5,I stayed at,the cleanest,hostel,in Marrakesh.
10,56,30,exp,355.5,170.8,191.5,288,Every,square,in the blog,seemed busy.
10,57,76,fill,506.1,171.8,157.1,267.40000000000003,I visited,the smallest,coffee shop,in São Paulo.
10,58,22,exp,253.4,221.20000000000002,165.7,181,Every,cottage,on the website,seemed charming.
10,59,13,exp,206.2,177.8,169.7,218.70000000000002,Every,campsite,looked picturesque,in Germany.
10,60,15,exp,200.1,209.3,165.39999999999998,184.70000000000002,Every,town,in Peru,looked pretty.
10,61,75,fill,241.79999999999998,148.5,192.6,648.4,I rented,the priciest,car available,in Stockholm.
10,62,81,fill,295.59999999999997,157.79999999999998,154,315.59999999999997,I visited,the most ancient,temple,in Bangkok.
10,63,37,exp,178.4,210.5,196,189.29999999999998,Every,villa,looked stunning,in Egypt.
10,64,119,fill,212.79999999999998,183.4,222.89999999999998,503.90000000000003,I got to enjoy,the most remote,hot spring,in Hungary.
10,65,118,fill,181.10000000000002,195.8,145,151.60000000000002,I walked along,the straightest,canal path,in Wales.
10,66,12,exp,244.9,223.1,277.1,196.20000000000002,Every,B&B,seemed cheap,on the website.
10,67,94,fill,241.29999999999998,170.2,285.6,232.7,I paraglided over,the most beautiful,spot,in Germany.
10,68,27,exp,233.1,178.5,162.39999999999998,122.6,Every,cabin,in Poland,looked peaceful.
10,69,23,exp,182,197.6,136.2,134.1,Every,cruise,in Finland,looked idyllic.
10,70,56,exp,234.5,173.6,156.79999999999998,388.1,Every,statue,seemed famous,in the brochure.
10,71,8,exp,361.9,234.4,158.20000000000002,363.20000000000005,Every,hotel,seemed luxurious,in the vlog.
10,72,106,fill,275.1,209,197.1,252.2,I did,the most difficult,trek,in Brazil.
10,73,114,fill,368.8,198.8,190.70000000000002,258.40000000000003,I bought food from,the oldest,market,Morocco.
10,74,36,exp,166.9,131.8,142.5,281.3,Every,place,seemed awesome,in the brochure.
10,75,104,fill,171.6,130.5,138.2,217.70000000000002,I got a room at,the fanciest,boutique hotel,in Australia.
10,76,79,fill,347.8,207.3,169.2,139.9,I tried,the best,ice-cream,in Athens.
10,77,113,fill,240.1,136.9,159.20000000000002,381.6,I got to explore,the most convoluted,caves,in Spain.
10,78,78,fill,196.39999999999998,164.89999999999998,303.9,314.5,I drank from,the most well-known,fountain,in Bern.
10,79,73,fill,202.7,210.5,156.5,499.09999999999997,I got to experience,the heaviest,snow to ever fall,in Moscow.
10,80,42,exp,257.90000000000003,219.29999999999998,247.20000000000002,176.4,Every,barge,on the website,seemed spacious.
10,81,57,exp,399.6,277.8,269.4,305.3,Every,farm,looked eco-friendly,in Greece.
10,82,111,fill,212.4,247.29999999999998,199,419.59999999999997,I got to experience,the most vibrant,nightlife,in Thailand.
10,83,67,fill,187.9,242,238.1,276.8,I saw,the best views,views,in Vienna.
10,84,26,exp,512,186.79999999999998,165.39999999999998,317.09999999999997,Every,bar,in the brochure,seemed lively.
10,85,54,exp,218.70000000000002,178.79999999999998,166.6,179.10000000000002,Every,walk,on the app,seemed easy.
10,86,24,exp,204,175.9,170.4,208.2,Every,getaway,seemed romantic,on the app.
10,87,17,exp,251.7,396,152.29999999999998,174.6,Every,guesthouse,looked old-fashioned,in France.
10,88,120,fill,237.2,172.6,162.70000000000002,322.90000000000003,I took,the most indirect,train journey,in South Africa.
10,89,70,fill,219.6,132.89999999999998,175,163.39999999999998,I ate at,the poshest,restaurant,in Helsinki.
10,90,68,fill,214.7,176,188.70000000000002,383.1,I rode,the fastest,train,in Rotterdam.
10,91,100,fill,173.8,160.8,138.4,427.9,I arrived during,the best,time for skiing,in Finland.
10,92,85,fill,201.7,143.9,163.89999999999998,381.6,I went up,the newest,skyscraper,in Istanbul.
10,93,53,exp,196,170.1,156.29999999999998,185.70000000000002,Every,rollercoaster,looked thrilling,in Belgium.
10,94,11,exp,208.3,171.8,188,210.9,Every,village,in Slovenia,looked quaint.
10,95,40,exp,283.8,313.5,164.6,373.09999999999997,Every,garden,seemed colourful,in the blog.
10,96,5,exp,253.2,173.8,297.09999999999997,371.8,Every,market,looked exciting,in Scotland.
10,97,102,fill,344.8,212.5,315,360.70000000000005,I got to taste,the most authentic,gelato,in Canada.
10,98,61,fill,296.8,127.1,212.60000000000002,385.29999999999995,I climbed,the tallest,building,in New York.
10,99,39,exp,278,228.8,173.4,206.9,Every,lake,in Australia,looked pristine.
10,100,38,exp,242.79999999999998,183.2,175,366.59999999999997,Every,pub,in the vlog,seemed cosy.
10,101,28,exp,207.3,188,181.4,311.40000000000003,Every,eatery,seemed funky,in the vlog.
10,102,116,fill,348.7,165.1,166.8,179.7,I was lucky enough to try,the finest,wine,in Portugal.
10,103,105,fill,295.9,185.29999999999998,197.8,170.6,I went down,the fastest,waterslide,in Sweden.
10,104,108,fill,372.40000000000003,230.9,158,334.4,I ordered,the most alcoholic,cocktail,in Switzerland.
10,105,50,exp,162.20000000000002,141.6,179.29999999999998,134.6,Every,temple,in the blog,seemed fantastic.
10,106,31,exp,193,197.6,171.1,205.5,Every,bridge,in Argentina,looked amazing.
10,107,32,exp,206.9,164.8,194.39999999999998,330.2,Every,apartment,seemed wonderful,on the website.
10,108,58,exp,306.4,153.79999999999998,182.2,204.4,Every,bistro,in the vlog,seemed popular.
10,109,29,exp,241.29999999999998,166.8,173.6,146.4,Every,shop,looked trendy,in Hungary.
10,110,41,exp,260,216.9,380.09999999999997,407.3,Every,waterfall,looked gorgeous,in Slovakia.
10,111,117,fill,206.8,151.2,344.4,405.8,I went to a gig by,the most famous,band,in Ireland.
10,112,65,fill,196.39999999999998,140.2,212.9,366.59999999999997,I'd booked in at,the oldest,B&B,in York.
10,113,109,fill,187.1,170.9,182.9,194.39999999999998,I went on,the most scenic,boat trip,in Greece.
10,114,99,fill,144.3,163.70000000000002,194.8,374.09999999999997,I got to look around,the most well-established,museum,in Scotland.
10,115,110,fill,163.20000000000002,220.1,266.6,124.10000000000001,I got to see,the most romantic,sunsets,in Colombia.
10,116,18,exp,232.6,252,153.4,213,Every,café,in the vlog,seemed cute.
10,117,33,exp,136.2,152.2,171.5,295.09999999999997,Every,zoo,looked responsible,in Thailand.
10,118,69,fill,163.89999999999998,126.6,498.40000000000003,390.40000000000003,I was able to take photos of,the rarest,bird,in Aberdeen.
10,119,83,fill,202,173.6,409.1,149.10000000000002,I rode,the biggest,rollercoaster,in Malaga.
10,120,45,exp,396.2,143.7,203,340.1,Every,lighthouse,looked magnificent,in Mexico.
12,1,56,exp,748.9,798.1,734.4000000000001,815.5,Every,statue,in the brochure,seemed famous.
12,2,49,exp,809.4,702.9,634.8000000000001,685.6,Every,fountain,in Turkey,looked impressive.
12,3,52,exp,1148.5,532.2,999.4,1419.4,Every,lodge,on the website,seemed inexpensive.
12,4,81,fill,854.6,724,702.7,715.1999999999999,I visited,the most ancient,temple,in Bangkok.
12,5,110,fill,781.5,765.7,669,682.3000000000001,I got to see,the most romantic,sunsets,in Colombia.
12,6,11,exp,1083.1,501.09999999999997,487.8,890.8000000000001,Every,village,looked quaint,in Slovenia.
12,7,9,exp,998.4,539.6999999999999,515.2,569,Every,view,in Japan,looked breathtaking.
12,8,31,exp,603.6,440.7,631.9,701,Every,bridge,looked amazing,in Argentina.
12,9,20,exp,725.1,471.7,540.5,822.5,Every,church,in the blog,seemed ornate.
12,10,5,exp,682.1,468.7,552.6999999999999,736.6,Every,market,in Scotland,looked exciting.
12,11,42,exp,549,589.0999999999999,750,654.5999999999999,Every,barge,seemed spacious,on the website.
12,12,76,fill,798,585.8,631.4,873.5,I visited,the smallest,coffee shop,in São Paulo.
12,13,64,fill,971.6,629.4,568.1,728.8,I stayed at,the most luxurious,hotel,in Berlin.
12,14,12,exp,728.8,747.4,550.9,639.5,Every,B&B,on the website,seemed cheap.
12,15,82,fill,732.1999999999999,518.5999999999999,572.5,534.1,I swam in,the largest,swimming pool,in Tokyo.
12,16,28,exp,665.4,458.9,600.1999999999999,473.1,Every,eatery,in the vlog,seemed funky.
12,17,38,exp,540.2,685.3000000000001,569.3000000000001,651.4,Every,pub,seemed cosy,in the vlog.
12,18,91,fill,799.8,602.9,553.8,532,I got to try,the most delicious,spaghetti,in the US.
12,19,19,exp,921.8,722.4000000000001,665.9000000000001,516.7,Every,hike,looked scenic,in China.
12,20,84,fill,709.2,583.8,515.7,467.1,I stayed at,the cleanest,hostel,in Marrakesh.
12,21,50,exp,452.7,334.5,417,381.40000000000003,Every,temple,seemed fantastic,in the blog.
12,22,1,exp,619,575,504.4,584.4,Every,beach,in Spain,looked beautiful.
12,23,4,exp,600.7,469.8,650.5999999999999,653.5999999999999,Every,park,on the app,seemed nice.
12,24,105,fill,715.0999999999999,583.7,435.2,598.5,I went down,the fastest,waterslide,in Sweden.
12,25,23,exp,522.7,482.09999999999997,459.5,480.6,Every,cruise,looked idyllic,in Finland.
12,26,120,fill,547.6999999999999,648.5,674.6,592.3000000000001,I took,the most indirect,train journey,in South Africa.
12,27,92,fill,1056.2,576,548.9000000000001,449.40000000000003,I bathed in,the cleanest,sea,in France.
12,28,104,fill,889.9,616.1999999999999,517.5999999999999,504.2,I got a room at,the fanciest,boutique hotel,in Australia.
12,29,99,fill,533.5,1349.1,784.3,834.9,I got to look around,the most well-established,museum,in Scotland.
12,30,111,fill,868.6,890.5,638.5,500.70000000000005,I got to experience,the most vibrant,nightlife,in Thailand.
12,31,14,exp,605.1,455.29999999999995,717.0999999999999,416.9,Every,tour,seemed relaxing,on the app.
12,32,60,exp,665.8,572,557.3000000000001,548.4,Every,neighbourhood,in the blog,seemed bustling.
12,33,54,exp,720.4000000000001,468.3,407.7,470.9,Every,walk,seemed easy,on the app.
12,34,77,fill,564.5,817.8,568.4,657.1,I sunbathed,the longest,beach,in Mumbai.
12,35,17,exp,566.1,651.4,482.3,487.09999999999997,Every,guesthouse,in France,looked old-fashioned.
12,36,102,fill,892.1,867.5,541.2,743,I got to taste,the most authentic,gelato,in Canada.
12,37,85,fill,595,467.7,503.2,432.7,I went up,the newest,skyscraper,in Istanbul.
12,38,112,fill,541.3,520,633.1,515.8000000000001,I ate,the best,sushi,in Japan.
12,39,41,exp,996.4,522.5,525.4,1151.6,Every,waterfall,in Slovakia,looked gorgeous.
12,40,89,fill,955.8,466.9,458,571,I had,the finest,seafood,in Budapest.
12,41,80,fill,740.1,610.3,658.3,642.2,I got to enjoy,the tastiest,curry,in Bogotá.
12,42,79,fill,621.1,508.8,440,437,I tried,the best,ice-cream,in Athens.
12,43,27,exp,584.8,368,503.8,366,Every,cabin,looked peaceful,in Poland.
12,44,26,exp,640.5999999999999,529.4,508,616.1999999999999,Every,bar,seemed lively,in the brochure.
12,45,35,exp,525.8000000000001,368.5,472.2,550.8,Every,palace,looked opulent,in Sweden.
12,46,39,exp,599.5,452,721.4000000000001,534.2,Every,lake,looked pristine,in Australia.
12,47,10,exp,700.6,467.8,601.7,1240.8999999999999,Every,canal,seemed lovely,in the blog.
12,48,30,exp,584.3000000000001,382.6,850,600.4000000000001,Every,square,seemed busy,in the blog.
12,49,90,fill,450.1,591.3000000000001,760.4,800.3,I ate,the nicest,cheese,in Johannesburgh.
12,50,67,fill,534.2,808.2,932,784.3,I saw,the best views,views,in Vienna.
12,51,61,fill,1041.6000000000001,785.8000000000001,848,852.7,I climbed,the tallest,building,in New York.
12,52,98,fill,887.8000000000001,961.3000000000001,749.3,783.5999999999999,I was staying near,the oldest,university,in The Netherlands.
12,53,6,exp,664.9000000000001,732.3,485.9,852,Every,monument,seemed interesting,in the brochure.
12,54,32,exp,594.7,369.3,588.6,575.6,Every,apartment,on the website,seemed wonderful.
12,55,44,exp,667.9000000000001,533.6999999999999,521.1,938.4,Every,sight,on the app,seemed picture-perfect.
12,56,63,fill,867.8000000000001,672.9000000000001,498.7,441.90000000000003,I ate,the most expensive,pizza,in Rome.
12,57,93,fill,432.09999999999997,608.9,581,499.5,I took,the highest,helicopter ride,in Italy.
12,58,18,exp,451.40000000000003,438.5,592,618.3,Every,café,seemed cute,in the vlog.
12,59,109,fill,640.8000000000001,652,522.2,587.8,I went on,the most scenic,boat trip,in Greece.
12,60,75,fill,521.5,493.09999999999997,735.9,553.6999999999999,I rented,the priciest,car available,in Stockholm.
12,61,7,exp,849,785.9000000000001,1017.0999999999999,800.6999999999999,Every,museum,looked cool,in Portugal.
12,62,34,exp,783.5,683.5,504.8,587.9,Every,excursion,seemed unique,on the app.
12,63,117,fill,816.5,434.59999999999997,625.4,702.9,I went to a gig by,the most famous,band,in Ireland.
12,64,65,fill,1456.7,469.5,658.6999999999999,700,I'd booked in at,the oldest,B&B,in York.
12,65,3,exp,537.5,492,532.1,505.70000000000005,Every,restaurant,looked fancy,in Italy.
12,66,66,fill,721.4000000000001,644.9,548.8,351,I got to see,the greenest,park,in Brussels.
12,67,25,exp,639,733.1999999999999,501.8,473.9,Every,river,in Norway,looked soothing.
12,68,45,exp,704.3000000000001,539.8,521.5,629.4,Every,lighthouse,in Mexico,looked magnificent.
12,69,116,fill,716.5,540.5,537.9000000000001,498.8,I was lucky enough to try,the finest,wine,in Portugal.
12,70,119,fill,802.8,940,733.7,815.5,I got to enjoy,the most remote,hot spring,in Hungary.
12,71,51,exp,630.3,456.9,650.4,543.2,Every,brewery,looked exclusive,in Canada.
12,72,55,exp,756,595.3000000000001,583.7,551.8,Every,forest,looked sprawling,in Austria.
12,73,71,fill,685.2,982.1,1037,803.2,I was staying in,the most modern,appartment block,in Shanghai.
12,74,106,fill,732,654.2,447.2,666.6,I did,the most difficult,trek,in Brazil.
12,75,46,exp,601,368.5,802.6999999999999,783.1,Every,theatre,seemed historic,in the brochure.
12,76,40,exp,695.9,505.49999999999994,542,552.9,Every,garden,in the blog,seemed colourful.
12,77,107,fill,587.6,499.7,548.6,840.7,I enjoyed,the cheapest,vegan food,in India.
12,78,29,exp,881.5,488.20000000000005,516.4,421.59999999999997,Every,shop,in Hungary,looked trendy.
12,79,115,fill,565,539.5,1159.8,679.6,I got to see,the biggest,Mosque minaret,in Turkey.
12,80,86,fill,731.6,548.6999999999999,534,716.7,I walked across,the most famous,bridge,in Lisbon.
12,81,88,fill,1111.9,1281.4,850.5,715,I got to stay in,the least well-known,area,in Swansea.
12,82,87,fill,487.4,550.5,537.9000000000001,557.9,I sailed down,the widest,river,in Dublin.
12,83,101,fill,455,565.8,486.5,450.7,I took a boat trip on,the deepest,lake,in China.
12,84,36,exp,432.59999999999997,606.3,615,771.3,Every,place,in the brochure,seemed awesome.
12,85,95,fill,547.2,709.2,540.6999999999999,578.2,I went to,the very first,pub,in England.
12,86,74,fill,613.5,542.4,489.3,614.9,I tasted,the most unique,beer,in Melbourne.
12,87,43,exp,635.4,468,629.9,569,Every,delicacy,looked tasty,in Venezuela.
12,88,97,fill,709.2,562.8,611.1,498.3,I visited,the most historical,monument,in Austria.
12,89,62,fill,997.3,658.6999999999999,640,833.9,I experienced,the hottest,day on record,in Bordeaux.
12,90,24,exp,619.5,435,465,515.9,Every,getaway,on the app,seemed romantic.
12,91,13,exp,356.8,587.6,637.4,681.9,Every,campsite,in Germany,looked picturesque.
12,92,16,exp,515.8000000000001,548.3,641.5999999999999,834,Every,gallery,in the brochure,seemed high-end.
12,93,58,exp,715.7,414.4,539.2,551,Every,bistro,seemed popular,in the vlog.
12,94,103,fill,574.6,677.5,503.29999999999995,739.1,I bought,the most fashionable,jacket,in Russia.
12,95,83,fill,828.7,789,684.5,738.6,I rode,the biggest,rollercoaster,in Malaga.
12,96,118,fill,587.5,692.9,522.4,713.3000000000001,I walked along,the straightest,canal path,in Wales.
12,97,72,fill,881.3,454.79999999999995,685.6,697.5,I tried,the spiciest,noodles you can find,in Vancouver.
12,98,114,fill,602.7,499,470.2,617.4,I bought food from,the oldest,market,Morocco.
12,99,53,exp,704.8,436.90000000000003,541.9000000000001,386.6,Every,rollercoaster,in Belgium,looked thrilling.
12,100,100,fill,657.6999999999999,483.9,612.1,583.5,I arrived during,the best,time for skiing,in Finland.
12,101,78,fill,815.9,743,888.4,587.2,I drank from,the most well-known,fountain,in Bern.
12,102,68,fill,691.2,455.2,465.4,533.2,I rode,the fastest,train,in Rotterdam.
12,103,47,exp,666.6999999999999,433.90000000000003,421.5,454.6,Every,chalet,looked pleasant,in Denmark.
12,104,8,exp,448.6,484.3,500.70000000000005,500.4,Every,hotel,in the vlog,seemed luxurious.
12,105,73,fill,459.6,423.4,517.4,686.3000000000001,I got to experience,the heaviest,snow to ever fall,in Moscow.
12,106,59,exp,617.7,488.9,515.8000000000001,532.9000000000001,Every,trek,looked challenging,in Thailand.
12,107,96,fill,634.1,455.2,502.6,521,I drank at,the trendiest,bar,in Belgium.
12,108,108,fill,589,588.7,485.3,551.2,I ordered,the most alcoholic,cocktail,in Switzerland.
12,109,57,exp,538.1,428.20000000000005,504.2,600.1999999999999,Every,farm,in Greece,looked eco-friendly.
12,110,22,exp,516.9,333.5,434,682.6,Every,cottage,seemed charming,on the website.
12,111,37,exp,568.9,320,483.5,422.4,Every,villa,in Egypt,looked stunning.
12,112,70,fill,421.4,631.7,356.4,324.2,I ate at,the poshest,restaurant,in Helsinki.
12,113,21,exp,500.49999999999994,369.09999999999997,263.1,367.09999999999997,Every,building,in Switzerland,looked unique.
12,114,33,exp,434.90000000000003,368.9,348.6,403.5,Every,zoo,in Thailand,looked responsible.
12,115,113,fill,749.7,965.5,477,600.7,I got to explore,the most convoluted,caves,in Spain.
12,116,2,exp,553.5,338.5,591.0999999999999,600.5,Every,hostel,seemed quirky,on the website.
12,117,94,fill,888.5999999999999,583.0999999999999,486.59999999999997,643.2,I paraglided over,the most beautiful,spot,in Germany.
12,118,15,exp,503.29999999999995,502.49999999999994,474.2,472.2,Every,town,looked pretty,in Peru.
12,119,48,exp,458.6,354.4,374.8,719,Every,castle,in the vlog,seemed well-maintained.
12,120,69,fill,915.3,453.29999999999995,451.2,433.7,I was able to take photos of,the rarest,bird,in Aberdeen.
11,1,95,fill,728.4000000000001,422.70000000000005,570.8,474.1,I went to,the very first,pub,in England.
11,2,72,fill,512.7,419.3,598.9,540.3,I tried,the spiciest,noodles you can find,in Vancouver.
11,3,70,fill,401.6,438.09999999999997,411.2,338.6,I ate at,the poshest,restaurant,in Helsinki.
11,4,10,exp,489.59999999999997,338.8,283.4,375.7,Every,canal,seemed lovely,in Gloucester.
11,5,88,fill,391.79999999999995,471.4,408.8,376.5,I got to stay in,the least well-known,area,in Swansea.
11,6,49,exp,358,267.79999999999995,429.09999999999997,332.3,Every,fountain,looked impressive,on the app.
11,7,120,fill,365,391.90000000000003,532.4,386.6,I took,the most indirect,train journey,in South Africa.
11,8,37,exp,409.1,327.40000000000003,344.5,369.90000000000003,Every,villa,looked stunning,on the website.
11,9,97,fill,323.7,458.7,380.8,345.4,I visited,the most historical,monument,in Austria.
11,10,48,exp,349.6,316.5,339.7,515.1,Every,castle,in Istanbul,seemed well-maintained.
11,11,43,exp,516.5999999999999,304.8,339.1,363.9,Every,delicacy,in the vlog,looked tasty.
11,12,63,fill,343.5,360.8,350.5,319.90000000000003,I ate,the most expensive,pizza,in Rome.
11,13,51,exp,325.2,321,346.7,344.4,Every,brewery,in the brochure,looked exclusive.
11,14,81,fill,347.1,332.5,476.6,350.1,I visited,the most ancient,temple,in Bangkok.
11,15,109,fill,336.5,347.7,352.7,310.8,I went on,the most scenic,boat trip,in Greece.
11,16,2,exp,416.8,294.20000000000005,312.3,294.9,Every,hostel,seemed quirky,in London.
11,17,31,exp,343.9,295.4,272.7,399.2,Every,bridge,in the brochure,looked amazing.
11,18,69,fill,294.59999999999997,645.3,505.29999999999995,386.1,I was able to take photos of,the rarest,bird,in Aberdeen.
11,19,34,exp,456.7,326.90000000000003,387.90000000000003,354.8,Every,excursion,seemed unique,in Bucharest.
11,20,112,fill,424.9,336,347.4,311.09999999999997,I ate,the best,sushi,in Japan.
11,21,114,fill,588.5,401.1,407,534,I bought food from,the oldest,market,Morocco.
11,22,110,fill,514.5999999999999,608.3,425.3,524.4,I got to see,the most romantic,sunsets,in Colombia.
11,23,64,fill,455.79999999999995,382.6,365.8,335.8,I stayed at,the most luxurious,hotel,in Berlin.
11,24,108,fill,381.6,473.6,326,306.09999999999997,I ordered,the most alcoholic,cocktail,in Switzerland.
11,25,56,exp,336.4,253.5,247.9,400.3,Every,statue,in New York,seemed famous.
11,26,17,exp,367.9,304.3,414.5,342,Every,guesthouse,looked old-fashioned,on the website.
11,27,102,fill,457.1,345.3,403.8,375.3,I got to taste,the most authentic,gelato,in Canada.
11,28,16,exp,339.3,313.2,269.2,294.20000000000005,Every,gallery,in Venice,seemed high-end.
11,29,11,exp,478.7,333.3,450.7,379.09999999999997,Every,village,in the brochure,looked quaint.
11,30,38,exp,403.2,311.5,335.3,381.7,Every,pub,seemed cosy,in Perth.
11,31,116,fill,699.7,540,333.3,311,I was lucky enough to try,the finest,wine,in Portugal.
11,32,19,exp,392.90000000000003,275.9,331.8,410.4,Every,hike,on the app,looked scenic.
11,33,118,fill,439.8,395.3,389.79999999999995,384.90000000000003,I walked along,the straightest,canal path,in Wales.
11,34,44,exp,472.5,219.79999999999998,308.90000000000003,320.5,Every,sight,in Cairo,seemed picture-perfect.
11,35,8,exp,375.2,309.7,239.8,268.1,Every,hotel,in Rome,seemed luxurious.
11,36,21,exp,356,251.7,315.90000000000003,292.9,Every,building,looked unique,in the brochure.
11,37,35,exp,375.09999999999997,236.7,327.7,332.8,Every,palace,in the blog,looked opulent.
11,38,54,exp,270.4,239.9,274.6,316.59999999999997,Every,walk,seemed easy,in Barcelona.
11,39,47,exp,1057.9,348.6,359,325.79999999999995,Every,chalet,on the website,looked pleasant.
11,40,29,exp,324.6,243.2,230.4,278,Every,shop,looked trendy,on the app.
11,41,94,fill,431.5,889.1,391,411.4,I paraglided over,the most beautiful,spot,in Germany.
11,42,80,fill,527,316.09999999999997,337.6,337.8,I got to enjoy,the tastiest,curry,in Bogotá.
11,43,52,exp,341.8,296.59999999999997,317.2,450.7,Every,lodge,in Bangkok,seemed inexpensive.
11,44,111,fill,615.5,343.2,285.5,348,I got to experience,the most vibrant,nightlife,in Thailand.
11,45,9,exp,337.4,334.6,399.6,369,Every,view,looked breathtaking,on the app.
11,46,33,exp,327.40000000000003,316.3,318.7,358.09999999999997,Every,zoo,looked responsible,in the vlog.
11,47,103,fill,376.2,416.2,527.1,384.90000000000003,I bought,the most fashionable,jacket,in Russia.
11,48,40,exp,333.4,312.3,351.2,362.20000000000005,Every,garden,in Zagreb,seemed colourful.
11,49,117,fill,478,548.9000000000001,451.6,395.3,I went to a gig by,the most famous,band,in Ireland.
11,50,119,fill,301.09999999999997,338,417.8,363.9,I got to enjoy,the most remote,hot spring,in Hungary.
11,51,99,fill,246.7,361.5,396.4,318.7,I got to look around,the most well-established,museum,in Scotland.
11,52,92,fill,364.3,388.5,361.4,325.6,I bathed in,the cleanest,sea,in France.
11,53,67,fill,314.5,307.59999999999997,389.90000000000003,961.2,I saw,the best views,views,in Vienna.
11,54,46,exp,352.2,292.5,258,359.4,Every,theatre,seemed historic,in Berlin.
11,55,53,exp,345,262.40000000000003,252.7,345.5,Every,rollercoaster,looked thrilling,in the vlog.
11,56,6,exp,374.59999999999997,291.9,312.40000000000003,340.3,Every,monument,seemed interesting,in Edinburgh.
11,57,24,exp,369.09999999999997,297.3,303,312.40000000000003,Every,getaway,in Amsterdam,seemed romantic.
11,58,61,fill,392.6,358.09999999999997,271.5,340,I climbed,the tallest,building,in New York.
